70	21	73	93	63	96
95	84	95	93	69	35
82	45	59	36	35	59
75	15	80	17	8	20
62	88	56	79	22	93
22	23	56	68	77	73
63	28	24	12	40	27
52	42	73	51	4	69
49	34	67	65	26	9
26	82	79	85	81	74
15	59	73	51	43	32
72	4	79	90	28	10
55	32	2	40	91	17
9	3	35	6	18	74
12	10	86	86	25	62
70	84	31	80	72	21
78	1	55	22	76	2
49	72	88	39	83	20
39	63	89	66	3	32
65	96	10	23	2	71
36	90	100	49	20	77
72	34	37	92	62	42
78	37	76	61	54	81
38	71	30	1	12	27
12	41	33	32	96	24
24	14	35	47	72	23
100	57	87	41	26	36
82	68	4	66	22	97
3	19	17	23	55	36
67	6	80	72	29	48
49	74	45	20	98	50
28	31	40	16	76	3
13	89	58	80	45	47
50	67	38	34	22	1
9	92	21	94	23	57
56	3	68	48	13	11
76	1	24	76	87	29
83	54	14	56	60	8
79	71	18	36	54	70
34	92	60	76	20	34
36	51	49	19	56	80
81	77	53	45	71	12
30	40	50	1	76	12
41	21	45	48	44	6
2	98	14	76	85	39
17	79	27	6	44	86
56	35	64	64	76	95
52	20	67	58	35	51
17	59	64	1	30	84
6	26	39	19	10	47
35	1	74	60	36	45
11	69	84	35	36	99
67	30	14	93	42	75
95	58	67	75	86	22
75	79	67	40	95	96
83	35	21	11	77	34
17	8	8	59	4	87
87	58	80	80	92	55
9	86	14	67	79	93
56	38	36	43	88	86
61	16	37	38	3	75
100	82	10	27	97	90
34	4	30	23	23	70
29	77	35	59	78	39
33	82	66	1	14	69
70	68	51	95	72	30
62	95	72	77	40	72
62	38	94	27	33	25
8	71	48	20	80	28
7	85	35	63	18	54
12	87	46	26	34	76
56	77	80	67	36	37
16	90	2	11	28	76
23	10	73	81	99	79
95	37	44	97	58	1
61	61	58	85	14	15
48	6	16	99	80	67
53	79	7	42	48	81
88	72	35	58	1	9
8	21	66	87	75	73
18	89	2	80	69	49
24	83	88	96	30	83
15	35	46	81	52	71
80	85	64	3	48	62
35	55	42	14	83	38
4	31	7	25	75	70
29	39	11	30	71	47
10	57	30	2	65	15
85	35	74	39	35	78
16	47	74	53	65	34
48	43	50	72	51	31
60	98	72	68	29	78
3	69	6	39	74	91
60	38	12	100	32	41
49	14	73	30	7	11
80	88	37	67	1	54
52	32	58	38	95	36
52	20	67	56	18	60
24	88	58	80	20	98
68	48	79	9	100	16
70	49	81	84	19	58
76	46	12	57	61	86
4	66	50	60	46	99
23	50	89	84	59	48
50	99	26	50	80	83
19	83	41	38	95	90
7	38	17	74	80	11
52	12	52	17	43	61
84	60	60	21	61	54
42	92	72	34	42	5
27	88	90	71	8	82
12	8	31	96	6	39
52	70	20	34	27	68
91	90	22	58	95	7
45	55	46	89	35	64
8	15	6	20	50	51
56	24	13	36	16	39
37	70	68	49	79	32
16	97	2	81	48	9
89	36	11	71	26	49
67	75	16	36	74	12
33	42	19	68	68	35
96	3	85	31	16	3
41	26	93	81	64	52
29	31	66	76	14	86
87	65	69	66	9	76
61	44	99	66	47	8
43	59	4	21	100	18
69	53	99	84	3	82
82	55	40	96	3	77
3	65	11	81	57	78
60	64	66	3	61	8
89	82	7	28	99	64
97	10	38	6	84	89
13	20	28	69	39	59
35	17	90	69	22	53
14	29	36	87	88	30
5	26	77	14	58	71
9	50	31	76	81	2
2	70	47	76	65	59
25	97	50	95	25	6
29	86	78	40	84	80
70	99	48	79	53	52
5	18	18	88	46	62
16	59	42	8	11	7
14	23	100	39	9	17
62	8	42	64	73	42
8	20	36	11	31	53
14	20	21	4	34	99
17	88	33	62	71	28
4	24	66	29	6	6
38	12	46	28	76	78
51	5	7	21	63	41
39	44	63	96	93	9
26	32	58	93	13	96
34	58	46	3	50	89
75	63	35	19	36	85
9	10	74	29	100	26
89	73	18	66	37	88
4	42	47	77	38	72
78	40	77	32	7	42
67	71	19	11	93	81
59	30	42	21	44	74
60	26	58	98	2	47
51	81	38	27	16	37
51	41	66	49	69	98
36	18	29	8	68	18
76	94	40	80	47	28
35	32	34	69	45	41
25	44	7	35	25	6
47	93	33	39	25	60
54	34	38	6	46	85
38	9	61	43	45	45
13	41	18	29	79	48
81	29	36	24	89	31
99	5	77	31	51	96
77	63	70	24	40	59
47	24	72	99	84	49
47	29	39	58	90	3
23	74	56	83	75	10
66	49	10	71	34	100
92	5	62	3	34	68
41	14	98	83	55	73
64	90	27	53	25	31
59	70	60	32	93	59
75	7	50	75	42	11
81	96	91	59	88	68
15	33	81	54	31	13
20	45	85	13	65	37
95	33	47	57	43	82
63	5	74	61	43	28
88	92	23	4	65	60
84	19	64	56	70	60
35	21	26	48	97	26
20	78	25	76	71	28
56	74	73	74	10	50
22	61	20	31	21	32
64	32	54	7	38	94
99	57	29	48	45	29
8	57	33	11	21	66
59	66	40	74	92	73
26	96	40	84	44	13
39	91	73	21	24	42
100	29	36	8	86	21
97	44	61	79	2	30
82	68	73	3	21	87
52	5	66	18	31	90
56	30	56	98	61	16
59	39	72	57	34	88
20	15	57	90	6	55
42	46	47	70	49	86
40	60	75	41	25	18
22	84	75	77	60	11
29	73	15	48	10	72
82	69	54	58	90	13
16	6	95	20	26	49
29	14	63	21	80	83
53	37	100	74	47	9
18	99	93	87	56	20
91	98	16	42	2	86
71	43	32	4	11	11
66	6	29	3	78	98
7	69	59	43	30	14
59	1	41	83	4	1
78	20	50	19	39	61
67	19	52	7	77	97
69	71	81	9	11	93
46	90	88	51	79	76
36	79	56	72	37	86
82	54	30	23	46	59
39	97	45	35	60	12
52	31	85	80	20	26
30	79	73	93	76	15
94	7	36	99	84	76
25	43	46	43	90	7
29	95	39	28	48	38
65	80	8	65	74	25
68	21	85	91	5	1
56	86	46	77	56	67
68	11	69	49	93	45
78	59	74	76	21	24
86	64	93	31	47	59
1	65	13	58	10	74
77	96	38	72	82	76
71	87	43	32	26	6
82	80	92	61	81	60
70	25	40	30	80	98
84	18	34	50	74	88
81	4	51	22	75	2
2	77	20	25	70	34
35	34	20	2	9	42
46	18	6	8	52	76
63	72	91	35	86	18
2	34	87	27	12	60
25	14	89	23	70	70
28	64	14	55	17	61
17	7	68	16	56	68
7	98	90	99	33	8
16	71	23	42	21	74
88	32	38	24	49	100
65	90	98	14	54	100
50	60	4	99	92	63
43	87	25	54	99	49
30	13	53	10	97	57
70	82	74	74	8	71
9	71	42	94	100	86
5	43	12	69	39	65
75	60	27	20	88	98
86	90	50	93	2	47
80	80	29	60	46	94
88	8	83	63	12	91
84	45	8	84	80	24
17	17	94	64	70	47
82	18	66	69	10	61
90	57	79	45	86	74
50	85	15	90	59	2
6	33	4	3	57	20
91	76	20	53	43	5
62	3	9	64	31	45
63	67	27	44	22	15
68	88	11	100	67	54
51	46	19	73	32	27
34	99	87	86	18	50
60	55	67	42	77	60
7	21	38	63	33	60
58	64	51	91	40	79
57	73	91	53	37	78
67	74	81	43	20	4
26	74	62	70	23	81
18	26	26	17	91	25
42	33	28	22	44	2
90	47	38	66	51	14
74	95	80	65	65	30
23	66	86	42	1	100
73	13	83	58	7	69
26	96	14	24	19	69
58	77	43	31	48	100
52	75	16	94	46	86
9	86	95	24	82	95
26	36	65	71	57	27
69	69	98	86	16	98
60	73	26	46	85	49
27	29	75	23	52	71
31	61	7	61	4	34
82	11	39	69	51	49
54	92	11	4	84	8
56	68	65	5	16	55
84	54	90	47	24	44
10	30	85	18	66	52
88	37	62	55	62	20
98	39	47	77	92	67
27	69	35	95	57	90
39	83	48	42	3	76
2	33	68	52	51	47
20	98	22	94	21	62
97	84	19	14	34	83
4	91	5	5	64	40
89	45	68	1	96	55
52	73	31	55	57	80
18	24	82	54	46	52
80	48	14	42	75	47
93	60	98	51	56	92
82	33	62	76	16	18
4	88	10	5	21	16
13	24	32	97	61	15
46	65	63	100	92	26
75	63	74	16	11	59
26	50	8	42	3	65
40	6	99	90	53	87
76	60	23	59	22	49
75	67	55	39	15	85
46	72	65	25	77	93
55	8	33	25	48	43
69	2	58	55	45	84
99	46	12	88	39	37
20	72	62	4	9	25
9	92	85	38	30	65
67	24	7	19	35	54
51	24	16	31	11	65
53	78	9	96	59	61
76	73	70	20	19	13
22	2	76	59	55	71
4	32	72	33	69	9
90	99	78	25	15	1
61	93	12	6	100	86
22	72	52	47	58	16
69	90	34	60	72	52
31	57	26	44	6	31
65	36	2	11	64	47
10	62	72	6	35	87
88	72	54	85	81	24
42	27	35	22	10	82
99	38	61	57	46	33
87	76	93	97	44	36
66	98	98	4	50	43
45	84	33	68	16	67
9	26	19	90	26	80
99	67	90	77	79	72
20	91	46	62	26	15
50	21	46	62	59	85
21	92	25	79	60	53
24	12	81	27	25	76
23	32	44	34	79	1
64	14	90	35	84	39
70	25	38	100	44	36
20	13	57	80	20	73
38	86	88	89	21	65
99	94	97	32	48	52
9	71	8	65	70	84
64	39	15	33	10	41
40	95	91	78	96	62
62	37	5	95	66	18
88	99	11	80	45	87
46	99	68	50	79	78
5	90	35	68	56	58
98	35	17	17	14	16
31	32	26	61	95	70
49	34	40	41	30	64
65	45	89	97	20	95
12	99	45	3	47	18
75	21	42	7	57	84
89	41	60	7	44	6
41	52	35	74	86	79
24	75	90	84	73	41
39	56	91	10	59	28
90	21	66	7	60	27
77	92	23	54	44	4
47	45	20	71	9	53
33	50	5	16	8	51
97	58	84	99	63	96
19	63	6	72	72	22
83	20	13	94	52	92
63	45	35	57	2	88
77	87	22	17	13	68
94	53	25	27	55	77
91	73	34	80	46	14
32	13	27	83	31	14
59	11	23	61	30	35
17	4	81	94	5	52
50	83	39	15	96	61
82	2	6	95	68	89
5	30	14	41	77	73
75	84	74	62	9	84
27	43	52	41	16	96
4	35	19	85	76	72
5	96	55	61	11	89
15	27	94	21	19	67
86	93	70	16	19	48
42	92	25	56	14	97
15	26	76	85	31	33
47	90	95	49	31	78
49	79	94	44	1	64
24	56	11	87	26	32
17	29	90	21	38	55
1	60	11	40	93	67
47	95	39	98	93	68
55	81	19	58	13	67
86	69	2	79	90	28
12	82	41	20	3	86
79	11	91	17	50	97
72	1	89	45	90	8
61	5	4	70	71	18
11	77	21	79	31	49
35	53	98	99	9	81
94	52	91	93	2	43
41	57	56	84	44	90
7	22	93	13	15	21
11	17	94	13	61	22
67	7	42	5	74	94
74	33	1	95	12	67
43	60	78	33	36	23
11	32	9	69	17	23
24	46	58	89	65	86
28	71	5	89	48	1
5	71	96	6	53	9
48	73	49	29	44	36
34	26	57	43	100	78
70	28	52	83	76	18
76	54	76	84	97	50
57	90	77	14	64	35
40	18	95	33	40	28
91	92	61	63	52	86
36	62	14	18	6	29
14	99	59	50	34	74
64	53	24	11	24	59
83	69	26	75	90	46
6	58	45	76	92	1
94	77	14	38	100	12
45	81	60	36	4	32
74	89	81	38	48	94
43	72	85	65	95	85
3	36	89	56	29	8
28	7	43	1	71	8
91	100	15	94	92	52
43	62	56	45	48	81
35	93	29	76	24	20
7	13	95	87	17	9
39	56	83	72	43	79
89	23	37	81	46	10
94	74	8	60	49	84
88	6	61	3	41	85
62	26	41	40	10	37
63	84	41	43	92	43
35	77	28	2	21	62
59	53	45	13	96	100
98	23	14	16	54	15
71	36	79	20	69	9
48	4	67	97	90	14
13	65	8	65	45	67
62	49	92	47	66	24
10	51	96	24	82	77
64	17	72	86	19	58
17	58	45	15	38	24
82	37	59	29	52	5
61	66	38	10	25	35
60	95	82	33	62	26
51	48	31	65	92	32
72	1	59	94	100	74
20	12	59	73	69	65
15	86	20	23	81	98
19	83	8	82	1	5
13	91	34	28	59	5
76	16	64	56	64	75
29	95	89	29	88	93
35	89	100	100	99	70
43	35	18	26	64	67
17	12	61	21	21	27
93	38	89	9	100	78
61	95	36	100	85	32
65	86	2	1	83	32
58	34	69	5	3	96
41	100	86	1	61	52
24	26	27	38	3	54
77	85	28	13	75	64
2	75	15	23	36	36
88	2	43	3	39	75
27	37	34	90	15	28
53	27	55	98	13	79
28	38	60	63	92	30
98	52	39	93	84	18
47	66	18	50	90	63
10	40	39	95	63	9
74	85	74	54	1	70
42	21	24	45	58	57
46	96	90	16	79	50
58	52	21	89	43	9
25	99	96	55	18	44
25	80	44	63	70	21
27	15	90	33	82	41
5	38	7	95	90	98
98	60	84	53	35	92
81	49	8	24	95	55
56	60	75	44	96	59
45	50	88	10	95	99
49	29	96	36	39	72
9	8	85	41	75	5
12	28	84	36	92	71
87	28	43	88	67	81
74	97	23	6	44	52
3	81	29	12	57	24
79	85	34	4	49	73
34	9	75	66	9	15
93	53	28	85	4	40
26	98	63	88	47	53
69	35	75	95	96	24
87	62	82	80	43	6
39	5	63	47	28	88
8	59	87	71	57	36
93	59	68	50	57	5
13	97	67	94	76	52
52	11	86	33	10	2
39	50	21	80	65	62
97	96	94	46	66	94
11	5	65	80	17	77
53	82	39	36	57	16
88	9	36	83	35	5
14	42	96	76	6	99
87	50	1	58	40	23
32	74	85	66	68	15
36	85	43	88	93	26
18	99	44	93	34	47
97	73	60	12	17	39
6	91	13	34	99	62
92	93	2	5	2	67
27	93	46	60	13	16
9	91	3	84	65	17
81	82	83	61	71	68
92	10	15	40	60	57
89	31	72	83	14	61
52	16	50	85	52	59
56	32	94	49	45	31
53	11	67	98	15	2
100	47	93	70	33	97
30	93	97	6	74	19
62	5	84	46	2	55
63	81	51	41	70	82
82	69	67	40	62	24
100	15	42	3	36	3
61	95	21	21	21	98
7	18	73	80	86	49
73	15	62	61	32	92
10	33	68	84	86	71
58	26	36	76	63	4
41	35	27	12	44	30
55	6	14	74	59	84
73	29	85	98	6	14
9	12	51	43	73	63
73	5	33	6	56	7
55	94	51	98	21	15
52	79	97	56	46	76
93	77	87	3	95	23
65	51	4	72	92	56
5	90	22	71	97	100
48	62	54	10	87	21
2	14	62	31	33	33
99	95	2	41	24	44
41	71	46	57	16	93
95	54	78	3	49	8
76	41	23	42	47	57
37	63	10	17	20	2
61	12	22	95	74	45
32	37	6	97	40	67
44	10	24	82	3	50
36	85	74	84	79	46
43	17	18	29	31	69
46	12	34	85	23	5
49	14	77	77	60	84
2	54	34	19	8	59
35	80	77	28	11	53
41	28	91	67	49	73
18	83	59	96	55	55
73	2	23	1	89	75
48	86	38	73	77	86
82	45	4	52	33	55
13	15	94	94	11	9
62	27	4	87	89	99
60	87	53	95	20	14
85	74	69	38	29	93
98	14	87	15	78	55
1	20	66	8	4	18
1	78	88	13	72	9
23	33	85	47	14	1
7	25	97	23	21	15
63	64	47	93	58	37
35	20	10	68	61	72
67	100	80	36	41	45
41	12	60	93	5	36
18	3	61	37	100	55
44	23	57	47	14	11
40	52	45	62	29	31
64	86	97	14	2	96
79	80	57	4	31	69
70	49	18	15	15	57
91	63	91	24	50	69
54	27	3	25	26	87
54	4	50	78	72	85
59	93	58	52	35	40
50	80	14	44	98	28
32	19	28	92	59	14
35	6	29	63	94	67
5	15	68	1	4	27
33	8	53	28	13	17
27	75	18	48	79	75
71	51	29	40	37	72
28	96	25	98	3	65
62	100	25	23	56	83
13	40	24	92	13	20
24	95	14	9	55	51
63	99	71	93	41	3
78	8	55	68	41	63
43	18	88	3	21	10
51	14	33	26	49	63
52	60	37	18	18	47
16	72	64	43	24	37
61	36	54	75	41	9
55	74	78	97	67	19
46	41	55	6	84	19
55	88	67	98	20	21
59	90	100	53	3	34
45	44	59	9	3	65
86	17	2	28	41	10
30	83	61	56	78	39
18	68	7	98	22	13
86	9	80	67	9	5
73	34	66	79	46	60
74	48	73	13	55	44
39	47	41	72	32	55
86	94	53	82	24	46
36	38	89	13	80	78
93	88	74	90	37	9
26	63	30	30	3	9
41	22	80	61	13	73
56	9	9	50	41	48
19	95	60	64	48	49
10	22	71	41	63	56
34	73	31	9	28	54
98	46	38	87	92	33
44	88	83	74	11	2
39	55	37	52	69	7
15	9	29	68	18	69
15	10	21	15	18	26
56	63	13	33	61	86
85	24	98	35	74	46
14	1	16	53	86	41
82	100	83	6	79	29
12	56	20	16	66	89
79	14	10	87	93	37
38	2	8	59	32	23
10	65	95	55	19	59
52	10	29	69	61	83
72	39	71	56	51	100
54	9	96	97	5	88
27	90	61	91	41	10
22	8	5	36	85	53
2	50	100	3	29	57
25	27	69	31	94	54
71	29	37	51	50	1
80	61	98	91	80	74
56	22	8	98	76	60
9	79	53	25	14	88
38	45	27	38	63	3
26	30	6	55	4	84
35	8	61	21	46	26
33	79	21	91	86	41
60	7	90	67	17	77
78	38	12	57	91	53
69	29	53	82	25	52
19	94	21	25	100	24
23	32	96	22	26	8
14	24	33	39	75	29
31	87	64	30	2	22
27	71	67	84	91	74
16	92	58	26	88	44
19	48	46	56	4	89
18	81	41	81	47	32
34	5	51	25	34	23
9	64	65	97	69	71
47	91	52	10	21	39
77	77	83	80	88	79
99	11	47	6	6	18
2	78	7	28	32	77
50	39	97	32	81	55
92	100	18	67	12	86
62	31	44	63	83	46
86	42	93	69	70	25
51	25	62	35	84	77
71	76	53	31	77	56
99	4	41	50	79	16
33	69	34	43	4	95
39	93	97	28	75	51
3	54	83	44	46	87
36	7	45	82	85	60
79	70	18	3	32	56
27	66	90	90	95	25
34	63	44	1	47	49
78	35	19	50	3	99
73	69	51	74	40	16
48	42	48	50	54	83
86	68	81	5	89	2
39	36	44	69	13	16
56	14	39	50	5	44
54	15	88	59	17	91
44	74	90	49	26	57
31	11	6	94	85	17
74	70	25	29	42	76
56	2	90	51	93	28
83	58	14	6	74	73
67	27	49	14	83	74
5	74	47	39	100	4
49	42	16	53	28	99
37	59	72	80	94	73
9	92	8	72	14	13
39	96	30	54	87	42
87	60	77	4	32	12
46	94	29	62	81	11
50	57	78	45	82	38
65	44	49	21	13	45
95	55	45	17	21	19
70	16	37	22	13	95
67	49	32	49	86	74
90	53	91	90	4	83
17	81	38	33	78	67
60	51	34	24	77	53
51	86	35	58	45	61
91	9	37	34	92	9
26	30	44	13	58	89
11	27	20	75	83	54
64	4	55	60	38	98
60	16	43	58	91	2
44	7	98	83	62	1
67	69	33	97	42	77
75	91	53	16	12	87
76	29	81	10	9	71
80	90	22	64	64	73
49	20	43	98	53	52
47	74	6	55	98	58
81	5	32	58	36	83
96	43	91	4	65	87
28	7	34	1	18	57
70	86	100	6	39	39
96	10	50	32	89	71
96	59	49	52	84	46
89	75	52	49	84	40
75	23	61	84	34	14
54	3	35	57	49	97
80	20	46	43	54	60
47	10	22	49	75	75
22	13	96	33	44	56
66	76	15	51	88	59
18	67	3	61	60	74
21	74	4	51	58	83
73	64	4	7	88	71
38	83	85	100	92	97
1	48	36	70	82	55
24	83	52	86	13	56
11	31	74	40	60	69
71	41	51	49	7	13
87	2	81	8	86	7
58	5	41	33	3	10
42	98	65	32	6	53
50	24	82	18	31	65
10	46	48	57	80	17
13	80	47	9	72	44
79	51	69	81	84	91
55	9	69	52	85	24
5	78	97	89	7	61
7	81	88	80	85	46
49	39	64	79	92	26
66	92	74	84	84	29
54	53	94	76	98	11
31	4	81	37	76	68
23	8	58	34	21	5
75	4	33	5	34	60
38	95	30	44	6	96
16	15	41	19	84	61
63	26	76	7	29	55
60	52	46	82	21	51
68	52	7	65	61	11
70	13	70	80	14	86
79	40	34	39	36	46
51	83	88	76	51	63
29	85	59	38	19	96
7	65	25	96	17	2
69	55	41	92	67	3
69	51	4	28	85	80
41	68	57	56	73	81
3	7	54	67	23	4
93	50	43	90	17	3
39	27	66	47	66	15
59	66	64	30	26	40
74	72	38	91	24	2
47	78	6	81	39	53
61	51	91	77	12	10
32	11	97	74	32	62
50	75	4	18	35	9
35	37	19	54	59	70
45	64	80	61	34	3
14	2	37	92	91	89
80	21	75	9	72	39
97	75	44	43	92	67
31	71	96	15	19	80
41	38	63	57	24	19
68	86	94	83	52	34
86	60	49	54	76	69
33	33	22	30	58	28
67	2	93	33	34	26
73	20	24	25	5	99
85	41	97	3	53	49
93	55	99	74	80	31
32	4	10	33	73	85
73	8	99	34	99	51
85	40	13	90	23	28
70	86	10	84	65	15
83	56	2	4	53	86
91	96	63	65	37	6
25	70	57	48	38	56
34	14	66	73	15	96
25	98	43	32	64	73
9	88	49	57	95	77
41	28	24	12	1	83
95	100	33	14	73	39
59	23	79	67	77	27
25	9	67	22	39	80
96	37	73	26	97	78
79	99	4	35	45	18
16	69	1	99	85	95
88	85	91	42	29	49
96	92	94	96	33	74
89	39	52	84	64	54
92	9	22	94	14	47
15	28	33	72	41	4
50	69	18	33	83	40
48	89	84	70	87	3
6	41	71	7	50	21
45	94	89	40	32	92
19	87	57	37	36	80
14	69	99	55	31	35
36	21	10	91	91	78
47	63	33	94	74	92
68	75	22	99	58	79
32	21	75	11	97	41
82	64	41	21	18	43
73	21	73	47	83	46
3	57	4	51	18	30
91	51	27	99	82	59
38	96	29	7	94	80
68	40	20	26	26	2
89	39	95	23	27	87
86	11	71	82	23	67
63	63	13	75	18	30
27	91	75	39	54	2
100	48	74	70	67	45
13	81	83	36	35	28
58	95	73	74	90	55
72	28	64	2	74	98
42	57	91	87	75	77
59	96	82	73	56	8
87	3	99	23	81	16
45	7	2	70	43	10
49	57	33	80	28	12
36	20	37	32	89	37
36	79	27	5	14	85
98	52	69	96	12	17
25	97	82	91	64	25
69	55	49	36	33	94
45	7	70	82	57	2
69	44	63	75	78	83
13	4	29	98	14	82
72	9	45	1	28	90
76	67	84	100	19	47
91	30	10	28	91	83
90	96	29	56	68	90
50	16	63	85	28	57
29	37	41	14	94	54
35	52	6	65	15	62
78	15	18	96	43	72
3	81	64	40	12	65
79	57	59	93	13	11
90	13	76	13	56	65
48	38	37	24	67	95
17	65	80	35	77	42
25	65	88	12	75	21
18	88	97	51	8	30
18	70	53	23	50	12
57	84	74	45	58	23
46	78	70	19	15	99
30	44	68	69	44	80
97	81	49	40	71	80
45	76	67	23	37	73
93	65	19	62	1	80
100	51	14	37	34	22
91	43	26	80	32	93
29	60	4	30	52	72
37	47	83	91	33	31
86	8	82	72	34	40
63	71	18	37	35	15
64	60	17	46	34	21
67	33	91	25	54	99
45	22	93	94	75	61
49	29	54	46	30	34
26	94	99	61	13	92
40	14	53	9	99	96
58	87	50	63	1	35
54	45	100	65	27	95
67	8	84	64	14	95
24	41	69	31	56	61
70	44	84	55	71	51
67	58	81	29	38	73
68	75	38	18	80	100
95	86	61	21	49	3
90	75	9	99	55	40
41	54	66	72	51	69
38	86	65	46	19	28
7	29	75	33	22	75
93	15	75	5	3	82
87	75	8	84	91	42
100	71	1	45	89	64
52	70	38	13	22	54
83	29	62	100	45	31
66	14	59	84	48	14
64	76	37	38	24	2
85	34	2	69	27	28
86	41	70	78	79	27
63	70	28	51	96	19
70	16	59	44	41	87
45	94	58	68	75	43
72	2	17	31	77	66
79	98	43	48	51	74
82	63	54	41	55	18
76	62	60	30	26	52
18	65	71	11	24	27
71	92	47	62	15	22
55	47	7	30	34	63
23	42	17	74	6	48
66	4	89	80	24	73
66	26	94	24	65	33
2	58	100	26	14	47
23	39	26	59	99	7
77	62	3	99	5	58
28	59	4	23	81	32
89	82	58	90	41	82
1	3	41	41	75	7
48	94	23	16	64	9
87	30	82	3	22	30
32	57	93	92	16	10
87	32	7	86	43	17
28	20	56	93	70	46
59	87	25	95	38	15
89	13	7	97	99	38
4	100	79	6	96	53
12	51	14	85	66	14
72	27	33	58	5	14
56	48	8	78	21	49
57	54	71	61	16	98
94	59	58	25	57	88
64	100	26	60	35	7
88	2	12	33	56	28
51	17	79	44	83	10
65	48	24	96	7	25
88	67	86	65	64	90
35	44	39	60	99	21
16	51	15	36	30	90
12	56	5	79	16	92
10	98	40	9	83	49
2	8	70	40	1	6
88	94	3	79	15	53
12	10	30	36	82	86
30	15	72	46	63	19
15	97	78	13	23	56
21	71	98	41	76	97
23	89	4	50	64	93
71	29	88	31	70	31
47	91	66	57	92	88
80	79	90	2	23	81
80	57	44	42	39	85
99	52	45	93	96	91
52	5	6	15	32	85
63	88	54	91	88	27
47	22	38	5	53	67
48	34	18	20	9	22
35	61	97	77	5	79
80	99	69	32	12	35
34	53	99	55	90	63
6	55	8	52	81	11
87	25	66	40	44	78
86	56	42	98	38	98
16	1	96	59	35	23
99	37	34	55	30	24
23	9	81	90	52	57
28	84	11	24	61	74
7	50	19	60	9	20
14	44	5	55	93	14
48	96	99	30	57	56
73	91	95	93	29	21
81	33	68	25	85	6
100	47	11	9	61	71
49	78	67	75	74	1
6	25	99	68	95	22
7	72	70	83	95	37
56	77	90	7	73	44
80	42	31	77	29	31
92	82	87	21	28	79
84	82	49	11	53	99
93	68	98	49	48	78
68	73	55	28	24	84
